epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,99.6523,1.84999,2.24028,1.78513,0.68062,0.40533,0.43574,0.20787,1.96488,1.59623,1.97523,0.000220088,0.000220088,0.000220088
2,206.346,1.68262,1.29824,1.59909,0.68667,0.47251,0.49166,0.24511,1.85959,1.24606,1.87076,0.000223423,0.000223423,0.000223423
